,player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year,school,school_id
219,Colton Willems,Florida,20,6-4,185,R/R,"Fort Pierce, FL",Rd 1 by Nationals (2006),None,All American Prospects,,2006,Florida,235.0
220,Derrick Robinson,Florida,21,6-1,175,S/L,"Archer, FL",Rd 4 by Royals (2006),Reds (2013),HS Team,,2006,Florida,235.0
221,Ryan Adams,LSU,22,6-1,180,R/R,"Mandeville, LA",Rd 2 by Orioles (2006),Orioles (2011),Billhood,,2006,LSU,365.0
222,Cory Rasmus,Auburn,23,6-1,198,R/R,"Phenix City, AL",Rd 1 by Braves (2006),Braves (2013),OH Warhawks,,2006,Auburn,37.0
225,Kyler Burke,Vanderbilt,26,6-3,197,L/L,"Chattanooga, TN",Rd 1 Comp by Padres (2006),None,Chattanooga Cyclones,,2006,Vanderbilt,736.0
226,Stephen King,LSU,27,6-2,175,R/R,"Orlando, FL",Rd 3 by Nationals (2006),None,None,,2006,LSU,365.0
227,David Christensen,Miami (FL),28,6-1,202,R/R,"Parkland, FL",Rd 2 by Rockies (2006),None,Georgia Stars,,2006,Miami (FL),415.0
228,Devin Shepherd,Oklahoma,29,6-4,221,R/R,"Oxnard, CA",Rd 5 by Twins (2006),None,None,,2006,Oklahoma,522.0
229,Stephen Englund,Washington St.,30,6-2,185,R/R,"Bellevue, WA",Rd 2 by Nationals (2006),None,Chaffey BBC,,2006,Washington St.,754.0
230,Sean Black,Seton Hall,31,6-4,190,R/R,"Mt. Laurel, NJ",Rd 2 by Nationals (2006),None,Tri-State Arsenal,,2006,Seton Hall,635.0
232,Sam Dyson,South Carolina,33,6-1,170,R/R,"Tampa, FL",Rd 4 by Blue Jays (2010),Blue Jays (2012),Hitmaster,,2006,South Carolina,648.0
233,Aaron Miller,Baylor,34,6-3,190,L/L,"Channelview, TX",Rd 1 by Dodgers (2009),None,None,,2006,Baylor,51.0
234,Ryan Morris,Clemson,35,6-3,185,L/L,"Charlotte, NC",None,None,Impact Baseball,,2006,Clemson,147.0
235,Dustin Dickerson,Baylor,36,6-4,190,L/R,"McGregor, TX",Rd 6 by Marlins (2009),None,TX Blackhawks,,2006,Baylor,51.0
236,Grant Green,Southern California,37,6-3,170,R/R,"Anaheim, CA",Rd 1 by Athletics (2009),Athletics (2013),Saddleback Valley Devils,,2006,Southern California,657.0
237,Riley Cooper,Florida,38,6-3,200,R/R,"Seminole, FL",Rd 15 by Phillies (2006),None,Bombers,,2006,Florida,235.0
238,Carmine Giardina,Texas,39,6-3,210,R/L,"Valrico, FL",Rd 15 by Angels (2010),None,Chet Lemon's Juice,,2006,Texas,703.0
240,Ryan Kalish,Virginia,41,6-1,190,L/L,"Shrewsbury, NJ",Rd 9 by Red Sox (2006),Red Sox (2010),HS team,,2006,Virginia,746.0
241,Andrew Oliver,Oklahoma St.,42,6-3,200,L/L,"Vermillion, OH",Rd 2 by Tigers (2009),Tigers (2010),Midland Redskins,,2006,Oklahoma St.,521.0
242,Nathan Karns,Texas,43,6-4,225,R/R,"Arlington, TX",Rd 10 by Astros (2006),Nationals (2013),Midland Redskins,,2006,Texas,703.0
243,Caleb Clay,Auburn,44,6-2,185,R/R,"Cullman, AL",None,None,Bama Bombers,,2006,Auburn,37.0
244,Nathan Bridges,Cal St. Fullerton,45,6-1,170,R/R,"Yorba Linda, CA",None,None,None,,2006,Cal St. Fullerton,97.0
247,Zach Britton,Texas A&M,48,6-2,175,L/L,"Weatherford, TX",Rd 3 by Orioles (2006),Orioles (2011),None,,2006,Texas A&M,697.0
248,Chris Archer,Miami (FL),49,6-3,180,R/R,"Clayton, NC",Rd 5 by Indians (2006),Rays (2012),Carolina Cubs,,2006,Miami (FL),415.0
249,Torre Langley,Georgia Tech,50,5-9,175,R/R,"Winston, GA",Rd 3 by Marlins (2006),None,EC Yankees,,2006,Georgia Tech,255.0
250,Rick Porcello,North Carolina,1,6-5,195,R/R,"Chester, NJ",Rd 1 by Tigers (2007),Tigers (2009),Farrah's Builders,,2007,North Carolina,457.0
251,Jason Heyward,UCLA,2,6-4,220,L/L,"McDonough, GA",Rd 1 by Braves (2007),Braves (2010),East Cobb Astros,,2007,UCLA,110.0
252,Josh Vitters,Arizona St.,3,6-3,190,R/R,"Anaheim, CA",Rd 1 by Cubs (2007),Cubs (2012),USA,,2007,Arizona St.,28.0
253,Matt Harvey,North Carolina,4,6-4,195,R/R,"Mystic, CT",Rd 1 by Mets (2010),Mets (2012),Legion,,2007,North Carolina,457.0
254,Madison Bumgarner,North Carolina,5,6-5,220,R/L,"Lenoir, NC",Rd 1 by Giants (2007),Giants (2009),Legion,,2007,North Carolina,457.0
255,Josh Smoker,Clemson,6,6-2,190,L/L,"Sugar Valley, GA",Rd 1 Comp by Nationals (2007),Mets (2016),East Cobb Braves,,2007,Clemson,147.0
256,Blake Beavan,Oklahoma,7,6-7,210,R/R,"Irving, TX",Rd 1 by Rangers (2007),Mariners (2011),Dallas Tigers,,2007,Oklahoma,522.0
257,Jarrod Parker,Georgia Tech,8,6-1,175,R/R,"Bluffton, IN",Rd 1 by Diamondbacks (2007),Diamondbacks (2011),None,,2007,Georgia Tech,255.0
258,Justin Jackson,Arizona St.,9,6-2,175,R/R,"Asheville, NC",Rd 1 by Blue Jays (2007),None,Midland Redskins,,2007,Arizona St.,28.0
259,Michael Main,Florida St.,10,6-2,180,R/R,"Deltona, FL",Rd 1 by Rangers (2007),None,Central FL Renegades,,2007,Florida St.,234.0
261,Mike Moustakas,Southern California,12,6-0,185,L/R,"Northridge, CA",Rd 1 by Royals (2007),None,None,,2007,Southern California,657.0
262,Tim Alderson,Oregon St.,13,6-7,208,R/R,"Phoenix, AZ",Rd 1 by Giants (2007),None,Arizona Smoke,,2007,Oregon St.,528.0
263,Michael Burgess,Arizona St.,14,5-11,190,L/L,"Tampa, FL",Rd 1 by Nationals (2010),None,Florida Bombers,,2007,Arizona St.,28.0
264,Chris Withrow,Baylor,15,6-3,185,R/R,"Odessa, TX",Rd 1 by Dodgers (2007),Dodgers (2013),Bandits,,2007,Baylor,51.0
265,Matthew Dominguez,Cal St. Fullerton,16,6-2,180,R/R,"Lake Balboa, CA",Rd 1 by Marlins (2007),None,None,,2007,Cal St. Fullerton,97.0
266,Neil Ramirez,Georgia Tech,17,6-3,190,R/R,"Virginia Beach, VA",Rd 1 by Rangers (2007),Cubs (2014),MD Orioles,,2007,Georgia Tech,255.0
267,Nick Noonan,Clemson,18,6-1,175,L/R,"San Diego, CA",Rd 1 by Giants (2007),Giants (2013),ABD Bulldogs,,2007,Clemson,147.0
268,Julian Sampson,Washington,19,6-5,190,R/R,"Sammamish, WA",Rd 12 by Phillies (2007),None,None,,2007,Washington,756.0
269,Peter Kozma,Wichita St.,20,6-0,170,R/R,"Owasso, OK",Rd 1 by Cardinals (2007),Cardinals (2011),HS team,,2007,Wichita St.,782.0
270,Nevin Griffith,FIU,21,6-2,185,R/R,"Brandon, FL",Rd 2 by White Sox (2007),None,Middleton,,2007,FIU,231.0
271,Tanner Robles,Oregon St.,22,6-4,190,L/L,"Murray, UT",Rd 9 by Reds (2010),None,None,,2007,Oregon St.,528.0
272,Jack McGeary,Stanford,23,6-4,215,L/L,"Newton, MA",Rd 6 by Nationals (2007),None,East Cobb Braves,,2007,Stanford,674.0
273,Kevin Ahrens,Texas A&M,24,6-1,187,S/R,"Houston, TX",Rd 1 by Blue Jays (2007),None,Houston Heat,,2007,Texas A&M,697.0
274,Ryan Dent,UCLA,25,6-0,185,R/R,"Long Beach, CA",Rd 1 Comp by Red Sox (2007),None,Midland Redskins,,2007,UCLA,110.0
275,Casey Crosby,Illinois,26,6-4,190,R/L,"Elburn, IL",Rd 5 by Tigers (2007),Tigers (2012),Top Tier-Orioles,,2007,Illinois,301.0
277,Justin Grimm,Georgia,28,6-4,175,R/R,"Bristol, VA",Rd 5 by Rangers (2010),Rangers (2012),Virginia,,2007,Georgia,257.0
278,Kentrail Davis,Tennessee,29,5-9,195,L/R,"Theodore, AL",Rd 1 by Brewers (2009),None,Bama Bombers,,2007,Tennessee,694.0
279,John Tolisano,Florida,30,6-0,190,S/R,"Sanibel, FL",Rd 2 by Blue Jays (2007),None,All American Prospects,,2007,Florida,235.0
280,Greg Peavey,Oregon St.,31,6-2,185,R/R,"Vancouver, WA",Rd 6 by Mets (2010),None,Seattle Stars Baseball,,2007,Oregon St.,528.0
281,Devin Mesoraco,Virginia,32,6-0,200,R/R,"Punxsutawney, PA",Rd 1 by Reds (2007),Reds (2011),None,,2007,Virginia,746.0
282,Wendell Fairley,Southern Miss.,33,6-2,175,L/L,"Lucedale, MS",Rd 1 by Giants (2007),None,None,,2007,Southern Miss.,664.0
283,Kyle Blair,San Diego,34,6-4,200,R/R,"Monte Sereno, CA",Rd 4 by Indians (2010),None,NorCal,,2007,San Diego,627.0
284,Jon Gilmore,Wichita St.,35,6-3,190,R/R,"Iowa City, IA",Rd 1 by Braves (2007),None,HS team,,2007,Wichita St.,782.0
285,Derek Dietrich,Georgia Tech,36,6-2,185,L/R,"Parma, OH",Rd 2 by Rays (2010),Marlins (2013),None,,2007,Georgia Tech,255.0
287,Yasmani Grandal,Miami (FL),38,6-2,205,S/R,"Hialeah, FL",Rd 1 by Reds (2010),Padres (2012),Bombers,,2007,Miami (FL),415.0
288,Christian Colon,Cal St. Fullerton,39,5-11,175,S/R,"Anaheim Hills, CA",Rd 1 by Royals (2010),Royals (2014),None,,2007,Cal St. Fullerton,97.0
289,Evan Danieli,Notre Dame,40,6-8,225,R/R,"East Hanover, NJ",Rd 24 by Braves (2010),None,NJ Twins,,2007,Notre Dame,513.0
290,Will Middlebrooks,Texas A&M,41,6-4,215,R/R,"Wake Village, TX",Rd 5 by Red Sox (2007),Red Sox (2012),None,,2007,Texas A&M,697.0
291,Dan Duffy,Cal Poly,42,6-3,190,L/L,"Lompoc, CA",Rd 3 by Royals (2007),Royals (2011),Wahoos,,2007,Cal Poly,90.0
292,Hunter Morris,Auburn,43,6-4,200,L/R,"Huntsville, AL",Rd 2 by Red Sox (2007),None,East Cobb Braves,,2007,Auburn,37.0
293,Scott Moviel,NC State,44,6-10,245,R/R,"Berea, OH",Rd 2 by Mets (2007),None,None,,2007,NC State,490.0
294,Matt Presley,Arizona,45,6-2,197,R/R,"Colorado Springs, CO",Rd 24 by Red Sox (2007),None,None,,2007,Arizona,29.0
295,Kevin Patterson,Auburn,46,6-4,215,L/R,"Birmingham, AL",Rd 23 by Rays (2010),None,Cahaba Mudcats,,2007,Auburn,37.0
296,Kyle Lotzkar,Gonzaga,47,6-3,185,L/R,"Delta, BC",Rd 1 Comp by Reds (2007),None,None,,2007,Gonzaga,260.0
297,Travis Mattair,Oregon St.,48,6-4,210,R/R,"Kennewick, WA",Rd 2 by Phillies (2007),None,None,,2007,Oregon St.,528.0
298,Drew Cumberland,LSU,49,5-10,155,L/R,"Pace, FL",Rd 1 Comp by Padres (2007),None,Pensacola Angels,,2007,LSU,365.0
300,Kyle Skipworth,Arizona St.,1,6-3,195,L/R,"Riverside, CA",Rd 1 by Marlins (2008),Marlins (2013),ABD Bulldogs,,2008,Arizona St.,28.0
301,Gerrit Cole,UCLA,2,6-3,190,R/R,"Santa Ana, CA",Rd 1 by Pirates (2011),Pirates (2013),Orange County Dawgs,,2008,UCLA,110.0
302,Tim Beckham,Southern California,3,6-2,191,R/R,"Griffin, GA",Rd 1 by Rays (2008),Rays (2013),Atlanta Blue Jays,,2008,Southern California,657.0
303,Eric Hosmer,Arizona St.,4,6-4,210,L/L,"Cooper City, FL",Rd 1 by Royals (2008),Royals (2011),Midland Redskins,,2008,Arizona St.,28.0
304,Ethan Martin,Clemson,5,6-3,200,R/R,"Toccoa, GA",Rd 1 by Dodgers (2008),Phillies (2013),East Cobb Braves,,2008,Clemson,147.0
305,Aaron Hicks,Southern California,6,6-1,160,S/R,"Long Beach, CA",Rd 1 by Twins (2008),Twins (2013),SGV Arsenal,,2008,Southern California,657.0
306,Tim Melville,North Carolina,7,6-5,205,R/R,"Wentzville, MO",Rd 4 by Royals (2008),Reds (2016),Richmond Braves,,2008,North Carolina,457.0
307,Brett DeVall,Georgia,8,6-4,205,R/L,"Niceville, FL",Rd 1 by Braves (2008),None,East Cobb Astros,,2008,Georgia,257.0
308,Casey Kelly,Tennessee,9,6-3,190,R/R,"Sarasota, FL",Rd 1 by Red Sox (2008),Padres (2012),None,,2008,Tennessee,694.0
309,Harold Martinez,Miami (FL),10,6-3,185,R/R,"Miami, FL",Rd 2 by Phillies (2011),None,Miami Legends,,2008,Miami (FL),415.0
310,Alex Meyer,Kentucky,11,6-7,200,R/R,"Greensburg, IN",Rd 1 by Nationals (2011),Twins (2015),Indiana Bulls,,2008,Kentucky,334.0
312,Ezekiel Spruill,Georgia,13,6-3,185,R/R,"Marietta, GA",Rd 2 by Braves (2008),Diamondbacks (2013),ECB Braves,,2008,Georgia,257.0
313,Sonny Gray,Vanderbilt,14,6-0,185,R/R,"Smyrna, TN",Rd 1 by Athletics (2011),Athletics (2013),Brentwood A's,,2008,Vanderbilt,736.0
314,Jake Odorizzi,Louisville,15,6-2,175,R/R,"Highland, IL",Rd 1 by Brewers (2008),Royals (2012),St Louis Pirates,,2008,Louisville,367.0
315,BJ Hermsen,Oregon St.,16,6-6,230,R/R,"Masonville, IA",Rd 6 by Twins (2008),None,HS team,,2008,Oregon St.,528.0
316,Xavier Avery,Georgia,17,6-0,185,L/L,"Decatur, GA",Rd 2 by Orioles (2008),Orioles (2012),East Cobb Braves,,2008,Georgia,257.0
317,Robbie Grossman,Texas,18,6-1,195,S/L,"Cypress, TX",Rd 6 by Pirates (2008),Astros (2013),Houston Kyle Chapman Blue,,2008,Texas,703.0
318,Quinton Miller,North Carolina,19,6-2,178,R/R,"Medford, NJ",Rd 20 by Pirates (2008),None,Tri State Arsenal,,2008,North Carolina,457.0
319,Robbie Ross,Kentucky,20,5-11,180,L/L,"Nicholasville, KY",Rd 2 by Rangers (2008),Rangers (2012),KY BB Club,,2008,Kentucky,334.0
320,Rolando Gomez,Miami (FL),21,5-9,150,L/R,"Pembroke Pines, FL",Rd 11 by Angels (2008),None,All American Prospects,,2008,Miami (FL),415.0
321,Anthony Gose,Arizona,22,6-0,170,L/L,"Bellflower, CA",Rd 2 by Phillies (2008),Blue Jays (2012),Bellflower Bandits,,2008,Arizona,29.0
322,Isaac Galloway,San Diego St.,23,6-3,190,R/R,"Rancho Cucamonga, CA",Rd 8 by Marlins (2008),Marlins (2018),Legion,,2008,San Diego St.,626.0
323,Joseph (Jay) Austin,Southern California,24,6-1,180,L/L,"Atlanta, GA",Rd 2 by Astros (2008),None,East Cobb Astros,,2008,Southern California,657.0
324,Tyler Sample,Arkansas,25,6-7,220,L/R,"Elizabeth, CO",Rd 3 by Royals (2008),None,Slammers Blue,,2008,Arkansas,31.0
325,Ross Seaton,Tulane,26,6-4,185,L/R,"Sugar Land, TX",Rd 3 by Astros (2008),None,Fort Bend Texans,,2008,Tulane,718.0
326,Jason Knapp,North Carolina,27,6-5,225,R/R,"Annandale, NJ",Rd 2 by Phillies (2008),None,South FL Bandits/Diamondjacks,,2008,North Carolina,457.0
327,Destin Hood,Alabama,28,6-2,185,R/R,"Eight Mile (Mobile), AL",Rd 2 by Nationals (2008),None,None,,2008,Alabama,8.0
328,Anthony Hewitt,Vanderbilt,29,6-1,190,R/R,"Brooklyn, NY",Rd 1 by Phillies (2008),None,Bonnies Monarchs,,2008,Vanderbilt,736.0
329,Brett Mooneyham,Stanford,30,6-4,215,L/L,"Merced, CA",Rd 3 by Nationals (2012),None,None,,2008,Stanford,674.0
330,Michael Palazzone,Georgia,31,6-3,190,R/R,"Marietta, GA",Rd 18 by Braves (2008),None,East Cobb Braves,,2008,Georgia,257.0
331,Ricky Oropesa,Southern California,32,6-2,215,L/R,"Rancho Cucamonga, CA",Rd 3 by Giants (2011),None,San Gabriel Valley Arsenal,,2008,Southern California,657.0
332,Brett Lawrie,Arizona St.,33,6-0,190,R/R,"Langley, BC",Rd 1 by Brewers (2008),Blue Jays (2011),None,,2008,Arizona St.,28.0
333,Michael Montgomery,Cal St. Fullerton,34,6-3,170,L/L,"Valencia, CA",Rd 36 by Royals (2008),None,None,,2008,Cal St. Fullerton,97.0
334,Kyle Lobstein,Arizona,35,6-3,180,L/L,"Flagstaff, AZ",Rd 2 by Rays (2008),None,None,,2008,Arizona,29.0
335,Tyler Stovall,Auburn,36,6-1,185,L/L,"Hokes Bluff, AL",Rd 2 by Braves (2008),None,None,,2008,Auburn,37.0
336,Daniel Marrs,Wake Forest,37,6-3,200,R/R,"Midlothian, VA",Rd 40 by Phillies (2008),None,"NABF, VA Cardinals",,2008,Wake Forest,749.0
337,Trey Haley,Rice,38,6-4,185,R/R,"San Augustine, TX",Rd 2 by Indians (2008),None,SE Texas Sun Devils,,2008,Rice,574.0
338,J P Ramirez,Tulane,39,5-10,180,L/L,"New Braunfels, TX",Rd 15 by Nationals (2008),None,San Antonio Hackers/Florida Bombers,,2008,Tulane,718.0
339,Kyle Long,Florida St.,40,6-7,280,L/L,"Ivy, VA",Rd 23 by White Sox (2008),None,None,,2008,Florida St.,234.0
340,Tyler Chatwood,UCLA,41,6-0,185,R/R,"Yucaipa, CA",Rd 2 by Angels (2008),Angels (2011),ABD,,2008,UCLA,110.0
341,Brad Hand,Arizona St.,42,6-2,205,L/L,"Chaska, MN",Rd 2 by Marlins (2008),Marlins (2011),Legion,,2008,Arizona St.,28.0
342,Nick Maronde,Florida,43,6-3,195,S/L,"Lexington, KY",Rd 3 by Angels (2011),Angels (2012),Orlando Scorpions,,2008,Florida,235.0
344,Danny Hultzen,Virginia,45,6-0,180,L/L,"Bethesda, MD",Rd 1 by Mariners (2011),Cubs (2019),Richmond Braves National '08,,2008,Virginia,746.0
345,Matt Marquis,Vanderbilt,46,6-1,190,R/R,"Annandale, NJ",Rd 28 by Red Sox (2008),None,NJ Super 17's,,2008,Vanderbilt,736.0
346,Zack Cox,Arkansas,47,6-0,205,L/R,"Louisville, KY",Rd 1 by Cardinals (2010),None,Louisville Lumberjaxx,,2008,Arkansas,31.0
347,Wesley Freeman,UCF,48,6-4,210,R/R,"Lakeland, FL",Rd 16 by Pirates (2008),None,Team IBC,,2008,UCF,128.0
348,Taylor Jungmann,Texas,49,6-5,180,R/R,"Geogetown, TX",Rd 1 by Brewers (2011),Brewers (2015),None,,2008,Texas,703.0
349,Clark Murphy,UCLA,50,6-3,200,L/L,"Fallbrook, CA",Rd 5 by Rangers (2008),None,San Diego Show,,2008,UCLA,110.0
350,Tyler Matzek,Oregon,1,6-3,185,L/L,"Mission Viejo, CA",Rd 1 by Rockies (2009),Rockies (2014),Trombly Braves,,2009,Oregon,529.0
351,Matthew Purke,TCU,2,6-3,170,L/L,"Spring, TX",Rd 1 by Rangers (2009),Nationals (2016),Houston Heat,,2009,TCU,698.0
352,Donavan Tate,North Carolina,3,6-3,200,R/R,"Cartersville, GA",Rd 1 by Padres (2009),None,East Cobb Braves 17U,,2009,North Carolina,457.0
353,Zack Wheeler,Kennesaw St.,4,6-4,180,S/R,"Dallas, GA",Rd 1 by Giants (2009),Mets (2013),East Cobb Braves,,2009,Kennesaw St.,1157.0
354,Jacob Turner,North Carolina,5,6-4,205,R/R,"St Charles, MO",Rd 1 by Tigers (2009),Tigers (2011),Rawlings Prospects,,2009,North Carolina,457.0
355,Shelby Miller,Texas A&M,6,6-3,195,R/R,"Brownwood, TX",Rd 1 by Cardinals (2009),Cardinals (2012),Austin Slam,,2009,Texas A&M,697.0
356,Matt Hobgood,Cal St. Fullerton,7,6-4,240,R/R,"Norco, CA",Rd 1 by Orioles (2009),None,Trombly Braves,,2009,Cal St. Fullerton,97.0
357,Mike Trout,East Carolina,8,6-2,190,R/R,"Millville, NJ",Rd 1 by Angels (2009),Angels (2011),Tri-State Arsenal 15u,,2009,East Carolina,196.0
358,Bobby Borchering,Florida,9,6-4,194,S/R,"Alva, FL",Rd 1 by Diamondbacks (2009),None,FL Raiders Scout Team,,2009,Florida,235.0
359,Keyvius Sampson,Florida St.,10,6-1,185,R/R,"Ocala, FL",Rd 4 by Padres (2009),Reds (2015),Winning Silver,,2009,Florida St.,234.0
360,Matt Davidson,Southern California,11,6-3,205,R/R,"Yucaipa, CA",Rd 1 by Diamondbacks (2009),Diamondbacks (2013),ABD Bulldogs,,2009,Southern California,657.0
361,Max Stassi,UCLA,12,5-10,187,R/R,"Yuba City, CA",Rd 4 by Athletics (2009),Astros (2013),HS team,,2009,UCLA,110.0
362,Jiovanni Mier,Southern California,13,6-2,170,R/R,"Pomona, CA",Rd 1 by Astros (2009),None,ABD Bulldogs,,2009,Southern California,657.0
363,Nick Franklin,Auburn,14,6-1,180,S/R,"Longwood, FL",Rd 1 by Mariners (2009),Mariners (2013),Orlando Scorpions,,2009,Auburn,37.0
364,Wil Myers,South Carolina,15,6-3,190,R/R,"Thomasville, NC",Rd 3 by Royals (2009),Rays (2013),Dirt Bags,,2009,South Carolina,648.0
365,Chad James,Oklahoma St.,16,6-4,200,L/L,"Yukon, OK",Rd 1 by Marlins (2009),None,Midwest Wolverines,,2009,Oklahoma St.,521.0
366,Slade Heathcott,LSU,17,6-1,196,L/L,"Texarkana, TX",Rd 1 by Yankees (2009),Yankees (2015),Dallas Bats,,2009,LSU,365.0
367,Everett Williams,Texas,18,5-10,195,L/R,"Austin, TX",Rd 2 by Padres (2009),None,None,,2009,Texas,703.0
368,David Renfroe,Ole Miss,19,6-3,200,R/R,"Batesville, MS",Rd 3 by Red Sox (2009),None,Dulins Dodgers,,2009,Ole Miss,433.0
369,Brody Colvin,LSU,20,6-4,190,R/R,"Lafayette, LA",Rd 7 by Phillies (2009),None,None,,2009,LSU,365.0
370,Luke Bailey,Auburn,21,6-0,195,R/R,"LaGrange, GA",Rd 4 by Rays (2009),None,Georgia Roadrunners,,2009,Auburn,37.0
371,Mychal Givens,Oklahoma St.,22,6-2,185,S/R,"Tampa, FL",Rd 2 by Orioles (2009),Orioles (2015),None,,2009,Oklahoma St.,521.0
372,Brooks Pounders,Southern California,23,6-5,220,R/R,"Temecula, CA",Rd 2 by Pirates (2009),Royals (2016),ABD Bulldogs/Trombly Braves,,2009,Southern California,657.0
373,Tommy Joseph,Arizona,24,6-1,210,R/R,"Phoenix, AZ",Rd 2 by Giants (2009),Phillies (2016),Scottsdale Storm,,2009,Arizona,29.0
374,Steven Matz,Coastal Carolina,25,6-2,185,R/L,"Stony Brook, NY",Rd 2 by Mets (2009),Mets (2015),Paveco Storm Black,,2009,Coastal Carolina,149.0
375,Randal Grichuk,Arizona,26,6-0,190,R/R,"Rosenberg, TX",Rd 1 by Angels (2009),Cardinals (2014),Fort Bend Texans,,2009,Arizona,29.0
376,Colton Cain,Texas,27,6-3,230,L/L,"Waxahachie, TX",Rd 8 by Pirates (2009),None,Dallas Tigers,,2009,Texas,703.0
377,Andrew Susac,Oregon St.,28,6-1,190,R/R,"Roseville, CA",Rd 2 by Giants (2011),Giants (2014),EDH Vipers,,2009,Oregon St.,528.0
378,Garrett Gould,Wichita St.,29,6-4,190,R/R,"Wichita, KS",Rd 2 by Dodgers (2009),None,Midwest Wolverines,,2009,Wichita St.,782.0
379,Jake Barrett,Arizona St.,30,6-3,235,R/R,"Mesa, AZ",Rd 3 by Diamondbacks (2012),Diamondbacks (2016),ATB,,2009,Arizona St.,28.0
380,Michael Heller,Florida,31,6-2,180,R/R,"Bradenton, FL",Rd 29 by Pirates (2009),None,FL Raiders,,2009,Florida,235.0
381,JR Murphy,Miami (FL),32,6-0,180,R/R,"Bradenton, FL",Rd 2 by Yankees (2009),Yankees (2013),None,,2009,Miami (FL),415.0
382,Austin Maddox,Florida,33,6-3,220,R/R,"Jacksonville, FL",Rd 3 by Red Sox (2012),Red Sox (2017),Team Mizuno,,2009,Florida,235.0
383,Brian Goodwin,South Carolina,34,6-0,185,L/R,"Rocky Mount, NC",Rd 1 Comp by Nationals (2011),Nationals (2016),None,,2009,South Carolina,648.0
385,Tyler Skaggs,Cal St. Fullerton,36,6-5,180,L/L,"Venice, CA",Rd 1 by Angels (2009),Diamondbacks (2012),None,,2009,Cal St. Fullerton,97.0
386,Chris Owings,South Carolina,37,5-10,165,R/R,"Leesville, SC",Rd 1 by Diamondbacks (2009),None,Diamond Devils 16's,,2009,South Carolina,648.0
387,LeVon Washington,Florida,38,5-10,170,L/R,"Gainesville, FL",Rd 1 by Rays (2009),None,FL Hardballers,,2009,Florida,235.0
388,Jake Marisnick,Oregon,39,6-4,200,R/R,"Riverside, CA",Rd 3 by Blue Jays (2009),Marlins (2013),None,,2009,Oregon,529.0
390,Scott Griggs,UCLA,41,6-2,185,R/R,"Alamo, CA",Rd 8 by Dodgers (2012),None,NorCal Baseball,,2009,UCLA,110.0
391,Madison Younginer,Clemson,42,6-3,185,R/R,"Simpsonville, SC",Rd 7 by Red Sox (2009),Braves (2016),Upstate Mavericks,,2009,Clemson,147.0
392,Daniel Fields,Michigan,43,6-1,190,L/R,"Detroit, MI",None,Tigers (2015),None,,2009,Michigan,418.0
393,Dane Williams,NC State,44,6-6,205,L/R,"Ft Lauderdale, FL",Rd 15 by White Sox (2009),None,All American Prospects,,2009,NC State,490.0
394,Daniel Tuttle,NC State,45,6-2,185,R/R,"Randleman, NC",Rd 5 by Reds (2009),None,Georgia Roadrunners,,2009,NC State,490.0
395,"Ryan ""Scooter"" Gennett",Florida St.,46,5-10,170,L/R,"Sarasota, FL",Rd 16 by Brewers (2009),Brewers (2013),Midland,,2009,Florida St.,234.0
396,Sam Selman,Vanderbilt,47,6-3,165,R/L,"Austin, TX",Rd 2 by Royals (2012),Giants (2019),ABC (Austin Baseball Club),,2009,Vanderbilt,736.0
397,David Nick,UCLA,48,6-2,175,R/R,"Cypress, CA",Rd 4 by Diamondbacks (2009),None,ABD Bulldogs,,2009,UCLA,110.0
398,Trayce Thompson,UCLA,49,6-5,195,R/R,"Ladera Ranch, CA",Rd 2 by White Sox (2009),White Sox (2015),ASD Bulldogs,,2009,UCLA,110.0
399,Deven Marrero,Arizona St.,50,6-1,180,R/R,"Davie, FL",Rd 1 by Red Sox (2012),Red Sox (2015),Midland Redskins,,2009,Arizona St.,28.0
400,Jameson Taillon,Rice,1,6-7,230,R/R,"The Woodlands, TX",Rd 1 by Pirates (2010),Pirates (2016),Kyle Chapman,,2010,Rice,574.0
401,Kaleb Cowart,Florida St.,2,6-3,190,S/R,"Adel, GA",Rd 1 by Angels (2010),Angels (2015),East Cobb Astros,,2010,Florida St.,234.0
402,Manny Machado,FIU,3,6-2,180,R/R,"Hialeah, FL",Rd 1 by Orioles (2010),Orioles (2012),Florida Legends,,2010,FIU,231.0
403,Stetson Allie,North Carolina,4,6-4,225,R/R,"Olmsted Falls, OH",Rd 2 by Pirates (2010),None,East Cobb Braves,,2010,North Carolina,457.0
404,Dylan Covey,San Diego,5,6-2,200,R/R,"Pasadena, CA",Rd 1 by Brewers (2010),White Sox (2017),SGV Arsenal,,2010,San Diego,627.0
405,Justin O'Conner,Arkansas,6,6-1,190,R/R,"Muncie, IN",Rd 1 by Rays (2010),None,None,,2010,Arkansas,31.0
406,AJ Cole,Miami (FL),7,6-5,190,R/R,"Winter Springs, FL",Rd 4 by Nationals (2010),Nationals (2015),Orlando Scorpions Black,,2010,Miami (FL),415.0
407,Karsten Whitson,Florida,8,6-4,190,R/R,"Chipley, FL",Rd 1 by Padres (2010),None,East Cobb Braves,,2010,Florida,235.0
408,Yordy Cabrera,Miami (FL),9,6-4,190,R/R,"Lakeland, FL",Rd 2 by Athletics (2010),None,All American Prospects,,2010,Miami (FL),415.0
